show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,is_emea,genres_list
s3895,Movie,A Fortunate Man,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi Øst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus",Denmark,"April 20, 2019",2018,TV-MA,168 min,"Dramas, International Movies","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",True,"['Dramas', 'International Movies']"
s3905,Movie,The Ruthless,Renato De Maria,"Riccardo Scamarcio, Sara Serraiocco, Alessio Praticò, Alessandro Tedeschi, Marie-Ange Casta","Italy, France","April 19, 2019",2019,TV-MA,111 min,"Dramas, International Movies",A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.,True,"['Dramas', 'International Movies']"
s3922,Movie,Who Would You Take to a Deserted Island?,Jota Linares,"María Pedraza, Jaime Lorente, Pol Monen, Andrea Ros",Spain,"April 13, 2019",2019,TV-MA,94 min,"Dramas, International Movies","On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.",True,"['Dramas', 'International Movies']"
s3925,Movie,Francesco De Carlo: Cose di Questo Mondo,,Francesco De Carlo,Italy,"April 12, 2019",2019,TV-MA,61 min,Stand-Up Comedy,"Taking the stage in Milan, Francesco De Carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world.",True,['Stand-Up Comedy']
s3931,Movie,The Silence,John R. Leonetti,"Stanley Tucci, Kiernan Shipka, Miranda Otto, Kate Trotter, John Corbett, Kyle Breitkopf, Dempsey Bryk, Billy MacLellan","Canada, Germany","April 10, 2019",2019,PG-13,91 min,"Horror Movies, Thrillers","With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",True,"['Horror Movies', 'Thrillers']"
s3937,TV Show,Derek,,"Ricky Gervais, Kerry Godliman, Karl Pilkington, David Earl, Kay Noone, Tim Barlow, Arthur Nightingale, Sheila Collings, Margaret Towner, Barry Martin, Prem Modgil, Blanche Williams, Ninette Finch, Brett Goldstein, Ruth Bratt, Holli Dempsey",United Kingdom,"April 5, 2019",2015,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.,True,"['British TV Shows', 'International TV Shows', 'TV Comedies']"
s3939,TV Show,Our Planet,,David Attenborough,"United States, United Kingdom","April 5, 2019",2019,TV-PG,1 Season,"Docuseries, Science & Nature TV",Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,True,"['Docuseries', 'Science & Nature TV']"
s3941,TV Show,Quicksand,,"Hanna Ardéhn, Felix Sandman, William Spetz, Ella Rappich, David Dencik, Reuben Sallmander, Maria Sundbom, Rebecka Hemse, Arvid Sand, Helena af Sandeberg, Anna Björk",Sweden,"April 5, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",True,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
s3950,TV Show,Tango,,"Bassel Khayyat, Daniella Rahme, Bassam Moughneih, Dana Mardini, Youssef Haddad, Talal Jarday, Sameera Barody",Lebanon,"April 3, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Shocking secrets begin to unravel when the aftermath of a car crash leaves four best friends questioning the truth of their relationships.,True,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
s3956,Movie,Pinky Memsaab,Shazia Ali Khan,"Hajira Yamin, Kiran Malik, Adnan Jaffar, Sunny Hinduja, Khalid Ahmed, Shamim Hilaly, Hajrah Khan, Ahmed Ali Khan","Pakistan, United Arab Emirates","April 1, 2019",2018,TV-MA,124 min,"Dramas, Independent Movies, International Movies","When a guileless young woman becomes the domestic worker in a wealthy Dubai household, her bond with her posh employer changes both of their lives.",True,"['Dramas', 'Independent Movies', 'International Movies']"
s3961,Movie,The Burial of Kojo,"Sam ""Blitz"" Bazawule","Cynthia Dankwa, Ama K. Abebrese, Joseph Otsiman, Kobina Amissah Sam, Mamley Djangmah, Henry Adofo, Anima Misa, Brian Angels","Ghana, United States","March 31, 2019",2018,TV-14,81 min,"Dramas, Independent Movies, International Movies","When a man is left to die inside an illegal gold mine, his daughter travels through a magical landscape to save him.",True,"['Dramas', 'Independent Movies', 'International Movies']"
s3962,TV Show,Pablo,,"Jake Williamson, Rachael Dickson, Sumita Majumdar, Michael White, Tony Finnegan, Scott Mulligan, Rosie King",United Kingdom,"March 30, 2019",2017,TV-Y,1 Season,"British TV Shows, Kids' TV","Equipped with crayons and his creativity, a boy with autism draws an imaginary world where his animal pals help him tackle real-life situations.",True,"['British TV Shows', ""Kids' TV""]"
s3964,Movie,Bayonet,Kyzza Terrazas,"Luis Gerardo Méndez, Brontis Jodorowsky, Joonas Saartamo, Laura Birn, Ilkka Koivula, Ville Virtanen, Raúl Villegas, Miriam Balderas, Ximena Guzmán","Mexico, Finland","March 29, 2019",2019,TV-MA,102 min,"Dramas, International Movies, Sports Movies","Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring.",True,"['Dramas', 'International Movies', 'Sports Movies']"
s3965,TV Show,Osmosis,,"Agathe Bonitzer, Hugo Becker, Gaël Kamilindi, Manoël Dupont, Stéphane Pitti, Luna Silva, Yuming Hey, Suzanne Rault-Balet, Philypa Phoenix, Lena Lapres, Waly Dia, Aurélia Petit, Lionel Lingelser, Fabien Ducommun",France,"March 29, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises.",True,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
s3970,TV Show,Traitors,,"Emma Appleton, Michael Stuhlbarg, Luke Treadaway, Keeley Hawes, Brandon P. Bell, Matt Lauria, Jamie Blackley, David Hargreaves, Sam Hoare, Simon Kunz, Greg McHugh, Stephen Campbell Moore, Cara Horgan",United Kingdom,"March 29, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","As World War II ends, a young English woman agrees to help an enigmatic American agent root out Russian infiltration of the British government.",True,"['British TV Shows', 'International TV Shows', 'TV Dramas']"
s3971,TV Show,Versailles,,"George Blagden, Alexander Vlahos, Tygh Runyan, Stuart Bowman, Evan Williams, Elisa Lasowski, Joe Sheridan, Steve Cumyn, Anna Brewster, Maddison Jaizani, Pip Torrens, Catherine Walker, Lizzie Brocheré, Geoffrey Bateman","France, Canada","March 29, 2019",2018,TV-MA,3 Seasons,"International TV Shows, TV Dramas",King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.,True,"['International TV Shows', 'TV Dramas']"
s3978,Movie,Superlopez,Javier Ruiz Caldera,"Dani Rovira, Alexandra Jiménez, Julián López, Maribel Verdú, Pedro Casablanc, Gracia Olayo, Ferran Rañé, Gonzalo de Castro, Mireia Portas",Spain,"March 24, 2019",2018,TV-MA,108 min,"Action & Adventure, Comedies, International Movies","In this adaptation of the comic strip, Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón.",True,"['Action & Adventure', 'Comedies', 'International Movies']"
s3983,Movie,Mirage,Oriol Paulo,"Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte, Nora Navas, Miquel Fernández, Clara Segura, Mima Riera, Aina Clotet, Albert Pérez, Julio Bohigas-Couto, Belén Rueda",Spain,"March 22, 2019",2018,TV-MA,129 min,"Dramas, International Movies, Sci-Fi & Fantasy","A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back.",True,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']"
s4003,Movie,Bombairiya,Pia Sukanya,"Radhika Apte, Siddhant Kapoor, Akshay Oberoi, Adil Hussain, Amit Sial, Ravi Kishan, Ajinkya Deo, Shilpa Shukla","United Arab Emirates, United Kingdom, India","March 15, 2019",2018,TV-MA,108 min,"Comedies, Dramas, International Movies","A PR agent trying to find her stolen phone, a politician in trouble, and a fading celebrity find their lives intertwining in unexpected, messy ways.",True,"['Comedies', 'Dramas', 'International Movies']"
s4004,Movie,Burn Out,Yann Gozlan,"Olivier Rabourdin, François Civil, Manon Azem, Samuel Jouy, Narcisse Mame, Naël Rabia, Sam Louwyck, Luc Schwarz, Mario Magalhaes, Marc-Antoine Duquenne","France, Belgium","March 15, 2019",2017,TV-MA,104 min,"Action & Adventure, International Movies","When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt.",True,"['Action & Adventure', 'International Movies']"
s4005,Movie,Edoardo Ferrario: Temi Caldi,Francesco Imperato,Edoardo Ferrario,Italy,"March 15, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer.",True,['Stand-Up Comedy']
s4006,Movie,Girl,Lukas Dhont,"Victor Polster, Arieh Worthalter, Oliver Bodart, Tijmen Govaerts, Katelijne Damen, Valentijn Dhaenens, Magali Elali, Alice de Broqueville, Chris Thys, Angelo Tijssens","Netherlands, Belgium","March 15, 2019",2018,R,106 min,"Dramas, International Movies, LGBTQ Movies",Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.,True,"['Dramas', 'International Movies', 'LGBTQ Movies']"
s4007,TV Show,If I Hadn't Met You,,"Pablo Derqui, Mercedes Sampietro, Andrea Ros, Javier Beltrán, Paula Malia, David Vert, Muguet Franc, Miquel García Borda, Berta Garcia, Joel Bramona, Montse Guallar, Abel Folk, Sergi López, Òscar Jarque, Eli Iranzo",Spain,"March 15, 2019",2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",True,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
s4015,TV Show,Robozuna,,"Taylor Clarke-Hill, Tom Clarke-Hill, Larissa Murray, Brianna Price, Michael Obiora, Morwenna Banks, Rufus Jones, Duncan Wisbey, Danny John-Jules, Ali A",United Kingdom,"March 15, 2019",2018,TV-Y7,2 Seasons,"British TV Shows, Kids' TV",A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.,True,"['British TV Shows', ""Kids' TV""]"
s4017,TV Show,Turn Up Charlie,,"Idris Elba, Piper Perabo, JJ Feild, Frankie Hervey, Guz Khan",United Kingdom,"March 15, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,True,"['British TV Shows', 'International TV Shows', 'TV Comedies']"
s4023,TV Show,More to Say,,"Yousra, Naglaa Badr, Sherine Reda, Ahmed Hatem, Hesham Selim, Ingi Abou Zeid, Farouk El Fishawy, Mahmoud Fares, Tayam Amar, Heba Abdelaziz, Heba Abdelghany, Mariam El Khosht",Egypt,"March 13, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries","After her son dies in an accident, a legal consultant is forced to prove her innocence when she's accused of his murder.",True,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
s4024,TV Show,The Land of Hypocrisy,,"Mohamed Henedy, Dalal Abdel Aziz, Hana Shiha, Mohammed Tharwat, Salwa Mohammed, Mohammed Hafiz, Ibrahim Issa, Leila Ezz Al Arab, Mohammed Mahmoud",Egypt,"March 13, 2019",2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",A hardworking man in a thankless job meets a mysterious doctor who sells him powerful pills that throw his life into disarray.,True,"['International TV Shows', 'TV Comedies', 'TV Sci-Fi & Fantasy']"
s4027,TV Show,Eugenie Nights,,"Ameena Khalil, Zafer Abdeen, Injy El Mokkaddem, Khaled Kamal, Cherif Hafez, Carmen Bsaibes, Mourad Makram, Leila Ezz Al Arab, Asmaa Abou El Yazeed, Nadine Nassib Njeim",Egypt,"March 11, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In 1940s Port Said, Kariman finds comfort and solace in the arms of an unhappily married man, who also happens to be her abusive husband's brother.",True,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
s4028,TV Show,This Evening,,"Eyad Nassar, Ahmed Dawood, Mohamed Farraag, Hanan Motawie, Arwa Gouda, Bassel Alzaro",Egypt,"March 11, 2019",2017,TV-14,1 Season,"International TV Shows, TV Dramas",The lives of a wealthy couple hiding their marital problems intersect with a group of hackers and the young women they exploit.,True,"['International TV Shows', 'TV Dramas']"
s4031,TV Show,Disappearance,,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",Egypt,"March 8, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates.",True,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
s4032,Movie,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi","Hussain Al Hosani, Ali Almarzouqi, Abdullah Al Yousef, Omar Al Hafidh, Meral Niazi, Yaser Hassan, Fatema Almansoori, Ahmed El Mohammdi",United Arab Emirates,"March 8, 2019",2018,TV-14,116 min,"Action & Adventure, Comedies, International Movies","In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang.",True,"['Action & Adventure', 'Comedies', 'International Movies']"
s4033,TV Show,Immortals,,"Kerem Bürsin, Elçin Sangu, Birkan Sokullu, Selma Ergeç, Türkü Turan, Nilperi Şahinkaya, Efecan Şenolsun, Elit İşcan",Turkey,"March 8, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",True,"['International TV Shows', 'TV Dramas', 'TV Horror']"
s4035,Movie,Lady J,Emmanuel Mouret,"Cécile De France, Edouard Baer, Alice Isaaz, Natalia Dontcheva",France,"March 8, 2019",2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies","When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman.",True,"['Dramas', 'Independent Movies', 'International Movies']"
s4051,Movie,Weapon of Choice,Fritz Ofner,,"Austria, Iraq, United States","March 2, 2019",2018,TV-MA,89 min,"Documentaries, International Movies","Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk.",True,"['Documentaries', 'International Movies']"
s4054,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium","March 1, 2019",2018,TV-MA,103 min,"Comedies, International Movies","Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary.",True,"['Comedies', 'International Movies']"
